;comments
708;Judith und ihre Familie sind sehr herzliche und ausgesprochen aufmerksame Gastgeber. Wir haben uns in ihrer Wohnung sehr wohlgefühlt und würden jederzeit wieder buchen. Die Wohnung ist sehr gut und durchdacht ausgestattet, großzügig geschnitten, wunderbar hell und von den zwei Balkonen schaut man auf herrliche Rosen und den schönen Garten. Wir waren mit unserer kleinen Tochter dort und Judith hatte alles perfekt für Babys vorbereitet (Wickelplatz, Babybadewanne, Babybett, Spielsachen, ...). Die Lage empfanden wir ebenfalls als perfekt, ruhig, dennoch zentral und sehr gut an den öffentlichen Nahverkehr angebunden. Zudem sind zahlreiche Einkaufsmöglichkeiten innerhalb weniger Minuten zu Fuß zu erreichen. Definitiv eine Wohnung zum Wohlfühlen!
708;"Wir waren schon öfter in Ferienwohnungen, haben aber noch nie so eine perfekte Gastfreundschaft erlebt. Der Küchenschrank war bestückt mit vielen Dingen, die wir hätten verbrauchen können. Da war eine Vertrauenskasse, ein kleines Schwein, in das man dann einlegen konnte. Sogar Ersatzzahnbürsten gab es. Vertrauen ehrt den Gast!
Wir hatten unseren Enkel tags in der Wohnung zum Hüten, weil dessen Eltern in Zürich umgezogen sind. Judith hatte alles bereitgehalten, was für so einen kleinen Menschen von 6 Monaten wichtig ist: Wickelgelegenheit, Windeltüten, Unterlagen, ein Kinderbett, ein gepolstertes erhöhtes Laufgitter, in dem sich der junge Mann sichtlich vergnügte und in die Welt blickte, etc., etc. Eine perfekte Wohnung für Menschen mit einem Baby. Die Kommunikation war sehr gut. Am letzten Tag wurde uns noch ein toller Nachtisch serviert. Da wir Kinder und Enkel in Zürich und Zug haben, können wir uns sehr gut vorstellen, wiederzukommen. Judith hat uns Ihren Stellplatz für das Auto angeboten, und den Hausflur für den Kinderwagen. Unser Auto wurde während der ganzen Zeit nicht mehr bewegt. Mit ÖV haben wir alles gut erreicht: Die Wohnungen der Zügler und die Innenstadt. Das Wohnquartier ist ruhig und angenehm, kein Verkehrslärm in der Straße. Es war eine gute Zeit für uns."
708;Die Wohnung von Judith ist sehr schön und perfekt auch für einen längeren Urlaub in Zürich. Die Lage ist sehr gut, mit dem Fahrrad erreicht man das Zentrum, den Seeund andere Ziele sehr einfach. Und auch in der Umgebung gibt es nette Plätze zu entdecken. Judith und ihre Familie sind sehr gastfreundlich und offen. Wir würden jederzeit wiederkommen.
708;Wunderbare Gastgeberin!
708;Sehr gute und angenehme Gastgeberin, tolle Lage , tolle Wohnung!
708;Judith ist eine sehr zuvorkommende und sympathische Gastgeberin, wie auch der Rest der Familie. Die Lage, Größe und Ausstattung der Wohnung ist für eine Familie super, insbesondere die große Auswahl an Spielzeug. Wir kommen gerne wieder.
708;Der einzige negative Punkt war, dass wir die Reise nur für eine Woche geplant haben. Wir haben uns so unbeschreiblich wohl gefühlt, dass der Abschied schwer fiel. Wir haben uns in der Wohnung von Judith einfach wie zu Hause gefühlt. Bei der Ankunft wurden wir von Judith sehr herzlich empfangen. Die Wohnung befindet sich in einer sehr ruhigen Gegend von Zürich, man glaubt es kaum, dass man unweit vom Trubel der Großstadt ist. Wir hatten die abgeschlossene Wohnung, die sich in der ersten 1.Etage einer sehr schönen Stadtvilla befindet, für uns. Sie ist lichtdurchflutet, sehr liebevoll, komplett und hell eingerichtet und unsere Enkelkinder haben in den vielen Schubladen unzählige Dinge zum Spielen gefunden. Man findet in der Wohnung einfach alles, was man benötigt. Die Betten sind sehr bequem und das Bettzeug ist mit wunderschöner Bettwäsche bezogen. Aber das Wichtigste ist, warum man die Wohnung einfach mieten muss, wenn man Zürich besuchen möchte, ist die Herzlichkeit von Judith . Es wäre schade gewesen, wenn wir Judith nicht kennengelernt hätten, die Herzlichkeit von Judith übertrifft einfach alles, was wir bisher erlebt haben.
712;"Henri ist ein super freundlicher und kommunikativer Gastgeber. Als mein Flug verspätet war, war er leicht zu kontaktieren und passte sich an meinen Zeitplan. Er half mir auch, mein Gepäck nach oben zu tragen (kein Aufzug - aber großartiger Service von Henri!). Geh im 6. Stock nach oben, aber es lohnt sich die Treppe. Schöne Aufteilung, bequemes Bett, hat alles, was man braucht; unschlagbare Lage. Vielen Dank Henri, dass du uns diesen Aufenthalt ermöglicht hast!
Mehr anzeigen"
712;Henris Wohnung ist wunderschön und in fantastischer Lage. Er war sehr kommunikativ und ich liebte meinen Aufenthalt. Ich werde wahrscheinlich in Zukunft wiederkommen. Sehr empfehlenswert.
714;Die Wohnung ist sehr großzügig und schön eingerichtet mit einem angenehmen Blick nach außen. Check-in ist ein Kinderspiel. Es ist wirklich gut gelegen und in der Nähe von Verkehrsmitteln am Hegibachplatz. Das Support-Team für Gastgeber war reaktionsschnell und freundlich. Das Schlafzimmer ist nachts recht hell, also bring Jalousien mit, wenn du ein dunkles Zimmer brauchst. Das Gebäude befindet sich hinter einer Kirche, sodass die Glocken laut sind - Ohrstöpsel helfen dabei. Ich habe die Wohnung als mein zweites Zuhause genossen und empfehle sie dringend für einen Aufenthalt in Zürich.
714;Wirklich geräumige Wohnung für ein sehr gutes Preis-Leistungs-Verhältnis in Zürich. Der Check-in war sehr einfach und die Lage ist großartig - wunderbare öffentliche Verkehrsmittel.
714;Dies ist ein ausgezeichneter, geräumiger Ort in großartiger Lage. Die Gastgeber sind reaktionsschnell und gewissenhaft. Es wäre ein wirklich schöner Ort, um ein paar Leute zum Abendessen hier zu haben, und auch ein schöner Ort, um sich auf eigene Faust zu entspannen.
714;Ausgezeichnete Wohnung. Sehr gute Aufteilung und gute Räume. Ruhige Nachbarschaft
715;"Die Unterkunft von Delaia ist wunderbar. Es hat alles, was man braucht, genau wie beschrieben mit viel Platz und schön eingerichtet. Einfach mit Bus und Straßenbahn zu erreichen und schnell ins Stadtzentrum zu gelangen.
Die Kommunikation verlief schnell und einfach, ebenso wie der Check-in-Vorgang. Ich verbrachte einen tollen Aufenthalt.
Mehr anzeigen"
715;Stilvolle und komfortable Wohnung. Tolle Lage und Kommunikation mit dem Gastgeber
715;"Ich habe jede Ecke von Delaias Unterkunft geliebt.
Ich war erstaunt, wie warm diese Wohnung mir das Gefühl gab (genau wie auf den Bildern gezeigt) und natürlich, wie komfortabel sie war.
Sehr ruhiger, praktischer und super süßer Ort in Zürich, den ich sehr empfehlen würde.
Mehr anzeigen"
716;Der Gastgeber ist höflich und unkompliziert. Preis-Leistung stimmt überhaupt nicht . Bereits das dreckige Treppenhaus macht den ersten schlechten Eindruck. Ein Bett besteht aus einer Matratze auf einer Palette, pro Person 1 Frottetuch,, 1 Schlüssel für das Apartement. Die Forchstrasse ist sehr laut. Alles in allem eine hübsche Wohnung für unkomplizierte Gäste, jedoch völlig überteuert.
716;Die Wohnung ist angenehm und klar, wir haben uns sehr wohl gefühlt! Vor allem die Tram vor der Tür und der botanische Garten nebenan waren super.
716;"Fabians Wohnung ist eine der geschmackvollsten Airbnbs, auf die ich jemals gestoßen bin. Die Details waren in den kleinen Dingen, die der Wohnung viel Charakter verliehen haben. Ganz zu schweigen davon, dass es überall schön beleuchtet war, komfortable Sitzgelegenheiten in allen Zimmern mit einer voll ausgestatteten Küche.

Die Wohnung ist super einfach zu erreichen mit einer Straßenbahnhaltestelle direkt gegenüber und schnellem Zugang zur Altstadt. Einige Märkte sind in der Nähe und die größeren sind eine oder zwei Straßenbahnhaltestellen entfernt.

Die Heizung war jedoch ein Problem, da es eine besonders kalte Woche in Zürich war. Die Heizungen würden aufgrund der Energiekrise wahrscheinlich nicht funktionieren. Es wäre jedoch gut gewesen, dies im Voraus zu wissen, um besser vorbereitet zu sein. Die einzigen anderen Verbesserungen, die vorgenommen werden konnten, sind vielleicht die Internetgeschwindigkeit in der Arbeitsecke des Schlafzimmers, wo das WLAN einfach nicht hält (es ist aber überall ausgezeichnet) und ein Wasserkocher/eine Mikrowelle das Leben eines Reisenden auch viel bequemer machen würde (auch hier sind alle anderen Vorräte und Geräte erstklassig).

Fabian selbst hat am schnellsten geantwortet und war diese Woche während meines Aufenthalts sehr hilfsbereit. Er hat einen großen Daumen.

Ich würde jederzeit wieder in diese Wohnung kommen, wenn ich wieder in Zürich bin."
716;Schöne Wohnung in einem schönen Teil von Zürich. Wir haben unseren Aufenthalt sehr genossen! Fabelhafter Zugang zum Stadtzentrum. Danke Fabian!
716;Ich habe die Zeit in der Wohnung von Fabian sehe genossen. Es ist eine schöne Wohnung mit liebevollen Details. So wie es sein muss. Danke!
716;Eine schöne Unterkunft, in der man sich wohl fühlt und in der alles da ist, was man so braucht. Schön auch, dass zum Kochen oder der Versorgung Grundsachen vorhanden sind, die man nicht kaufen muss. Die Lage ist eigentlich super, da direkt an der Haltestelle. Aber die Straße und Umgebung ist sehr laut. Bei offenem Fenster schlafen ist kaum möglich. Fabian ist sehr hilfebereit und unterstützt bei allen Fragen! Wir waren daher sehr zufrieden.
716;Der Gastgeber ist höflich und unkompliziert. Preis-Leistung stimmt überhaupt nicht . Bereits das dreckige Treppenhaus macht den ersten schlechten Eindruck. Ein Bett besteht aus einer Matratze auf einer Palette, pro Person 1 Frottetuch,, 1 Schlüssel für das Apartement. Die Forchstrasse ist sehr laut. Alles in allem eine hübsche Wohnung für unkomplizierte Gäste, jedoch völlig überteuert.
716;Die Wohnung ist angenehm und klar, wir haben uns sehr wohl gefühlt! Vor allem die Tram vor der Tür und der botanische Garten nebenan waren super.
716;"Fabians Wohnung ist eine der geschmackvollsten Airbnbs, auf die ich jemals gestoßen bin. Die Details waren in den kleinen Dingen, die der Wohnung viel Charakter verliehen haben. Ganz zu schweigen davon, dass es überall schön beleuchtet war, komfortable Sitzgelegenheiten in allen Zimmern mit einer voll ausgestatteten Küche.

Die Wohnung ist super einfach zu erreichen mit einer Straßenbahnhaltestelle direkt gegenüber und schnellem Zugang zur Altstadt. Einige Märkte sind in der Nähe und die größeren sind eine oder zwei Straßenbahnhaltestellen entfernt.

Die Heizung war jedoch ein Problem, da es eine besonders kalte Woche in Zürich war. Die Heizungen würden aufgrund der Energiekrise wahrscheinlich nicht funktionieren. Es wäre jedoch gut gewesen, dies im Voraus zu wissen, um besser vorbereitet zu sein. Die einzigen anderen Verbesserungen, die vorgenommen werden konnten, sind vielleicht die Internetgeschwindigkeit in der Arbeitsecke des Schlafzimmers, wo das WLAN einfach nicht hält (es ist aber überall ausgezeichnet) und ein Wasserkocher/eine Mikrowelle das Leben eines Reisenden auch viel bequemer machen würde (auch hier sind alle anderen Vorräte und Geräte erstklassig).

Fabian selbst hat am schnellsten geantwortet und war diese Woche während meines Aufenthalts sehr hilfsbereit. Er hat einen großen Daumen.

Ich würde jederzeit wieder in diese Wohnung kommen, wenn ich wieder in Zürich bin."
716;Schöne Wohnung in einem schönen Teil von Zürich. Wir haben unseren Aufenthalt sehr genossen! Fabelhafter Zugang zum Stadtzentrum. Danke Fabian!
716;Schöne geräumige Ein-Bett-Zimmer-Wohnung. Die Straßenbahn im Freien macht es zum Kinderspiel, durch die schöne Stadt Zürich zu kommen, und Fabian reagiert sehr schnell mit einem freundlichen und hilfsbereiten Benehmen, großartiger Aufenthalt
717;"Ordentliche und gut gelegene Wohnung! Das Badezimmer hingegen ist sehr schmutzig mit viel Schimmel an den Wänden, während alles andere in der Wohnung neu gestrichen wurde.
Anweisungen des Gastgebers"
717;Die Unterkunft, in der wir übernachtet haben, verfügt über 2 Badezimmer, die in der Beschreibung stehen, aber in Wahrheit hatte sie nur ein Badezimmer. Die Waschmaschine befand sich nicht in der Wohnung sondern im Keller. Es war schwierig, die Wohnung zu Fuß zu erreichen, da wir zu viele Treppen hinaufsteigen mussten, um die Wohnung zu erreichen.
717;"Die Wohnung war für uns 4 Erwachsene komfortabel. Der eigenständige Check-in war ein Kinderspiel. Die Küche war gut ausgestattet und die Betten waren bequem. Das Sofa lässt sich auch als Schlafsofa ausziehen. Die Lage war nur einen kurzen 10-minütigen Spaziergang von Zürich HB entfernt, dem Hauptbahnhof, der dich fast überall hinbringt. Du könntest auch die Straßenbahnlinie 10 von der Haupthaltestelle in der Nähe des Bahnhofs nehmen und drei Haltestellen später aussteigen, wenn du keine Lust hast, hinaufzugehen. Hatte einige Probleme mit der Toilette und sie waren auch in den frühen Morgenstunden sehr reaktionsschnell, und es wurde gelöst, als wir von unserem Tagesausflug zurückkamen.

Nach dem Check-out gingen wir zur Straßenbahnhaltestelle, um eine Straßenbahn zum Flughafen von Haldenbach zu nehmen, der nur einen kurzen Spaziergang entfernt ist. Die Wohnung ist bergauf, daher könnte es eine Herausforderung sein, wenn du schwere Gepäckstücke hast. Ansonsten keine Beschwerden und wir haben unseren Aufenthalt genossen."
717;"Sehr gute Lage in Zürich, saubere Unterkunft, sehr netter Gastgeber. Der Check-In wie auch Check-Out ist unkompliziert. In der Wohnung sind die notwendigsten Dinge zu finden.
Die Unterkunft können wir weiter empfehlen."
717;Ich würde diesen Ort überhaupt nicht empfehlen! In der Auflistung stand, dass es 2 Badezimmer gibt, während es 1 Toilette und eine separate Dusche sind, die sie als 2 separate Badezimmer zählen. Die Dusche hat eine unglaubliche Menge an Schimmel - sicherlich nicht gesund für einen Menschen. Sie sagen, dass es eine Waschmaschine gibt, aber es gibt nur eine im Untergeschoss, die allen Bewohnern des Gebäudes gemeinsam ist - wir fanden sie für große Zeiträume belegt. Auch kein Föhn. Die An- und Abreise zum und vom Hauptbahnhof Zürich dauert etwa 100 Stufen, also auch nicht sehr praktisch.
717;Die Wohnung ist sehr schön. Perfekte Lage und schön ausgestattete Zimmer. Aber es gibt schreckliche Schimmelpilze in der Ecke eines Schlafzimmers und Schnüre hängen davon direkt über dem Bett. Es gibt auch sehr großen Schimmel im Badezimmer. Ich denke, dass dies gereinigt werden sollte, bevor ich die Wohnung vermiete.
717;"Ordentliche und gut gelegene Wohnung! Das Badezimmer hingegen ist sehr schmutzig mit viel Schimmel an den Wänden, während alles andere in der Wohnung neu gestrichen wurde.
Anweisungen des Gastgebers"
717;Die Unterkunft, in der wir übernachtet haben, verfügt über 2 Badezimmer, die in der Beschreibung stehen, aber in Wahrheit hatte sie nur ein Badezimmer. Die Waschmaschine befand sich nicht in der Wohnung sondern im Keller. Es war schwierig, die Wohnung zu Fuß zu erreichen, da wir zu viele Treppen hinaufsteigen mussten, um die Wohnung zu erreichen.
717;"Die Wohnung war für uns 4 Erwachsene komfortabel. Der eigenständige Check-in war ein Kinderspiel. Die Küche war gut ausgestattet und die Betten waren bequem. Das Sofa lässt sich auch als Schlafsofa ausziehen. Die Lage war nur einen kurzen 10-minütigen Spaziergang von Zürich HB entfernt, dem Hauptbahnhof, der dich fast überall hinbringt. Du könntest auch die Straßenbahnlinie 10 von der Haupthaltestelle in der Nähe des Bahnhofs nehmen und drei Haltestellen später aussteigen, wenn du keine Lust hast, hinaufzugehen. Hatte einige Probleme mit der Toilette und sie waren auch in den frühen Morgenstunden sehr reaktionsschnell, und es wurde gelöst, als wir von unserem Tagesausflug zurückkamen.

Nach dem Check-out gingen wir zur Straßenbahnhaltestelle, um eine Straßenbahn zum Flughafen von Haldenbach zu nehmen, der nur einen kurzen Spaziergang entfernt ist. Die Wohnung ist bergauf, daher könnte es eine Herausforderung sein, wenn du schwere Gepäckstücke hast. Ansonsten keine Beschwerden und wir haben unseren Aufenthalt genossen."
717;Eine tolle Unterkunft…in der Nähe des Stadtzentrums…sehr empfehlenswert
718;Top gepflegte Wohnung.
719;Wir haben uns als Familie mit zwei Kindern und Hund sehr wohl gefühlt und können die sehr gepflegte und ansprechende Wohnung wirklich weiterempfehlen. Alles Notwendige für den Altag ist in bestem Zustand vorhanden. Und außerordentliche Fragen hat Joy immer gerne und schnell beantwortet. Die Stadtlage ist perfekt, sehr zentral.
